Date,Open,High,Low,Close,Adj Close,Volume
2020-08-17,134.350006,136.130005,133.850006,135.600006,133.526718,13155000
2020-08-18,136.169998,137.630005,133.169998,134.710007,132.650330,26744200
2020-08-19,134.210007,134.660004,131.850006,132.410004,130.385498,12718400
2020-08-20,131.210007,132.070007,130.050003,130.570007,128.573624,8936900
2020-08-21,130.550003,132.669998,130.100006,131.630005,129.617416,8288000
2020-08-24,132.250000,132.479996,130.330002,131.330002,129.322006,6604600
2020-08-25,130.800003,131.240005,129.669998,130.630005,128.632706,7240800
2020-08-26,130.210007,130.880005,129.699997,130.699997,128.701630,6271600
2020-08-27,131.080002,139.350006,130.899994,136.630005,134.540985,39672900
2020-08-28,141.000000,141.070007,137.839996,140.300003,138.154846,21350300
2020-08-31,137.479996,138.889999,135.529999,138.850006,136.727036,15078800
2020-09-01,141.199997,149.589996,140.050003,147.589996,145.333389,35599400
2020-09-02,151.250000,151.330002,145.610001,147.679993,145.421997,17222000
2020-09-03,146.699997,149.600006,141.809998,144.539993,142.330017,16005000
2020-09-04,144.020004,145.039993,140.100006,142.830002,140.646179,11327400
2020-09-08,141.410004,141.899994,138.259995,138.449997,136.333160,11322300
2020-09-09,140.089996,142.610001,139.449997,139.889999,137.751129,11223000
2020-09-10,140.059998,140.539993,136.589996,136.809998,134.718216,11236400
2020-09-11,137.050003,138.440002,135.550003,136.699997,134.609894,9626600
2020-09-14,136.139999,141.100006,135.880005,137.320007,135.220413,15244600
2020-09-15,138.229996,139.080002,136.679993,137.360001,135.259811,10142600
2020-09-16,138.410004,138.679993,136.050003,136.259995,134.176620,9286800
2020-09-17,135.429993,137.570007,135.020004,136.690002,134.600052,12415000
2020-09-18,136.440002,137.529999,134.750000,135.289993,133.221451,18236400
2020-09-21,136.500000,137.240005,135.289993,137.070007,134.974243,15758500
2020-09-22,137.070007,138.990005,136.570007,138.309998,136.195282,11034000
2020-09-23,139.000000,139.240005,135.820007,135.990005,133.910751,7711100
2020-09-24,135.729996,137.789993,135.070007,136.699997,134.609894,9817700
2020-09-25,136.520004,137.539993,135.960007,137.270004,135.171188,7539600
2020-09-28,137.160004,138.050003,136.720001,137.250000,135.151489,7065700
2020-09-29,137.250000,138.139999,136.389999,137.139999,135.043167,9234300
2020-09-30,137.389999,141.740005,137.199997,139.910004,137.770813,11608800
2020-10-01,140.800003,144.380005,140.259995,143.080002,140.892349,14430300
2020-10-02,142.339996,143.100006,140.130005,140.500000,138.351791,8195000
2020-10-05,141.289993,142.190002,141.070007,141.800003,139.631927,4753000
2020-10-06,141.869995,142.940002,140.250000,140.630005,138.479813,7158500
2020-10-07,141.259995,141.550003,140.250000,140.889999,138.735825,5649700
2020-10-08,141.509995,142.089996,141.119995,141.360001,139.198639,4892300
2020-10-09,141.660004,143.339996,141.559998,142.779999,140.596924,4831600
2020-10-12,143.020004,145.389999,143.020004,144.250000,142.044464,6134100
2020-10-13,144.679993,146.600006,144.360001,146.229996,143.994186,7933400
2020-10-14,146.399994,146.529999,143.759995,143.940002,141.739197,6570300
2020-10-15,143.089996,144.960007,142.839996,144.529999,142.320175,4564200
2020-10-16,145.399994,146.149994,144.470001,144.710007,142.497437,5645000
2020-10-19,145.100006,145.369995,142.750000,142.949997,140.764328,4881100
2020-10-20,144.110001,145.529999,143.619995,143.899994,141.699799,4841000
2020-10-21,143.839996,145.729996,143.839996,144.399994,142.192169,4371400
2020-10-22,144.190002,144.559998,142.690002,143.550003,141.355164,4448000
2020-10-23,143.970001,144.139999,142.850006,143.850006,141.650589,3513500
2020-10-26,142.839996,143.119995,140.940002,142.160004,139.986420,5370600
2020-10-27,142.050003,143.699997,141.970001,142.869995,140.685547,3943700
2020-10-28,140.960007,142.130005,139.880005,140.039993,137.898834,5616400
2020-10-29,140.000000,141.110001,138.699997,139.919998,137.780685,5051300
2020-10-30,139.179993,140.089996,137.369995,138.750000,136.628555,6200600
2020-11-02,140.589996,140.809998,139.029999,140.399994,138.253326,5525200
2020-11-03,141.649994,144.160004,141.570007,142.779999,140.596924,5137700
2020-11-04,141.570007,144.389999,141.339996,141.960007,139.789490,5975800
2020-11-05,144.000000,144.229996,142.940002,143.470001,141.276382,4734200
2020-11-06,144.360001,146.220001,143.550003,145.770004,143.541229,5399500
2020-11-09,148.000000,148.199997,143.479996,143.539993,141.345322,9399500
2020-11-10,143.750000,146.440002,143.529999,145.559998,143.334427,6066400
2020-11-11,146.919998,148.960007,146.399994,147.979996,145.717438,6268600
